ID,Name,Address,City,State,County,Type,Ownership,Emergency Services,Can.use.EHRs,Overall rating,Mortality national comparison,Readmission,Patient.experience,Effectiveness.of.care,Timeliness.of.care
151314,ST VINCENT SALEM HOSPITAL INC,911 N SHELBY ST,SALEM,IN,WASHINGTON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,NA,NA,Below the national average,Same as the national average
151315,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,416 E MAUMEE ST,ANGOLA,IN,STEUBEN,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151316,ST VINCENT FRANKFORT HOSPITAL INC,1300 S JACKSON ST,FRANKFORT,IN,CLINTON,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,GREENE,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,NA,NA
151318,DUKES MEMORIAL HOSPITAL,275 W 12TH ST,PERU,IN,MIAMI,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
151319,GIBSON GENERAL HOSPITAL,1808 SHERMAN DR,PRINCETON,IN,GIBSON,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
151320,JAY COUNTY HOSPITAL,500 W VOTAW ST,PORTLAND,IN,JAY,Critical Access Hospitals,Government - Local,Yes,Y,4,NA,Same as the national average,Above the national average,Same as the national average,Above the national average
151322,PERRY COUNTY MEMORIAL HOSPITAL,8885 SR 237,TELL CITY,IN,PERRY,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,NA
151323,PARKVIEW LAGRANGE HOSPITAL,207 N TOWNLINE RD,LAGRANGE,IN,LAGRANGE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,JASPER,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Below the national average,NA,Above the national average
151325,ST VINCENT WARRICK,1116 MILLIS AVE,BOONVILLE,IN,WARRICK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,NA,NA,Same as the national average,NA,NA,Above the national average
151326,UNION HOSPITAL CLINTON,801 S MAIN ST,CLINTON,IN,VERMILLION,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,SULLIVAN,Critical Access Hospitals,Government - Local,Yes,Y,2,Same as the national average,Same as the national average,NA,Same as the national average,Same as the national average
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,2900 W 16TH ST,BEDFORD,IN,LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
151329,MARGARET MARY HEALTH,321 MITCHELL AVE,BATESVILLE,IN,RIPLEY,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,ADAMS,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151331,HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,HARRISON,Critical Access Hospitals,Government - Local,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,DECATUR,Critical Access Hospitals,Government - Local,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
151333,PUTNAM COUNTY HOSPITAL,1542 S BLOOMINGTON ST,GREENCASTLE,IN,PUTNAM,Critical Access Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
151334,SCOTT MEMORIAL HOSPITAL,1451 N GARDNER ST,SCOTTSBURG,IN,SCOTT,Critical Access Hospitals,Proprietary,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,NA,NA
151335,ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,BEDFORD,IN,LAWRENCE,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
160001,CENTRAL IOWA HEALTHCARE,3 S 4TH AVE,MARSHALLTOWN,IA,MARSHALL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,NA,Same as the national average,Above the national average
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,CARROLL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,IA,LEE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,MUSCATINE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,WEBSTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
160024,IOWA LUTHERAN HOSPITAL,700 EAST UNIVERSITY AVENUE,DES MOINES,IA,POLK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
160028,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,POTTAWATTAMIE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,JOHNSON,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,Above the national average,Above the national average,Above the national average,Above the national average,Above the national average
160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,STORY,Acute Care Hospitals,Government - Local,Yes,Y,3,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
160032,SKIFF MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,JASPER,Acute Care Hospitals,Government - Local,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
160033,GENESIS MEDICAL CENTER-DAVENPORT,1227 EAST RUSHOLME STREET,DAVENPORT,IA,SCOTT,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Above the national average,Same as the national average,Below the national average,Same as the national average,Above the national average
160040,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,BLACK HAWK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average
160045,ST LUKES HOSPITAL,1026 A AVE NE,CEDAR RAPIDS,IA,LINN,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average
160047,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,COUNCIL BLUFFS,IA,POTTAWATTAMIE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Below the national average,Above the national average
160057,GREAT RIVER MEDICAL CENTER,1221 SOUTH GEAR AVENUE,WEST BURLINGTON,IA,DES MOINES,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average
160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,JOHNSON,Acute Care Hospitals,Government - State,Yes,Y,4,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
160064,MERCY MEDICAL CENTER-NORTH IOWA,1000 FOURTH STREET SW,MASON CITY,IA,CERRO GORDO,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
160067,COVENANT MEDICAL CENTER,3421 WEST NINTH STREET,WATERLOO,IA,BLACK HAWK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
160069,MERCY MEDICAL CENTER-DUBUQUE,250 MERCY DRIVE,DUBUQUE,IA,DUBUQUE,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Above the national average
160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH STREET SE,CEDAR RAPIDS,IA,LINN,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
160080,MERCY MEDICAL CENTER-CLINTON,1410 NORTH 4TH STREET,CLINTON,IA,CLINTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
160082,IOWA METHODIST MEDICAL CENTER,1200 PLEASANT STREET,DES MOINES,IA,POLK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average
160083,MERCY MEDICAL CENTER-DES MOINES,1111 6TH AVE,DES MOINES,IA,POLK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA,OTTUMWA,IA,WAPELLO,Acute Care Hospitals,Proprietary,Yes,Y,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average
160101,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,POLK,Acute Care Hospitals,Government - Local,Yes,Y,3,NA,NA,Same as the national average,Same as the national average,Same as the national average
160104,UNITY POINT HEALTH TRINITY,4500 UTICA RIDGE ROAD,BETTENDORF,IA,SCOTT,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
160110,ALLEN HOSPITAL,1825 LOGAN AVENUE,WATERLOO,IA,BLACK HAWK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
160112,SPENCER MUNICIPAL HOSPITAL,1200 1ST AVENUE EAST,SPENCER,IA,CLAY,Acute Care Hospitals,Government - Local,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
160117,FINLEY HOSPITAL,350 NORTH GRANDVIEW AVENUE,DUBUQUE,IA,DUBUQUE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
160122,FORT MADISON COMMUNITY HOSPITAL,5445 AVE O,FORT MADISON,IA,LEE,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average
160124,LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71,SPIRIT LAKE,IA,DICKINSON,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
160146,ST LUKES REGIONAL MEDICAL CENTER,2720 STONE PARK BOULEVARD,SIOUX CITY,IA,WOODBURY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average
160147,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,POWESHIEK,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average
160153,MERCY MEDICAL CENTER-SIOUX CITY,801 5TH ST,SIOUX CITY,IA,WOODBURY,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,Below the national average,Above the national average,Below the national average,Same as the national average,Above the national average
161300,BAUM HARMON MERCY HOSPITAL,255 N WELCH AVENUE,PRIMGHAR,IA,OBRIEN,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,NA,NA,NA,NA,NA,Above the national average
